date,will5000_std,gdp_std,interest_rate,buffett_ind,profit_margin
2014-07-01,153.23758309236948,120.57870923784328,0.0009,1.2708510819277894,0.1011
2014-10-01,150.3240619864539,121.32157413174993,0.0009,1.2390546616482947,0.099
2015-01-01,158.12389611586372,122.26487996173717,0.0011,1.293289587045345,0.0955
2015-04-01,165.23105963369517,123.64006312445386,0.0012,1.336387700379743,0.0922
2015-07-01,165.21653232731236,124.40970331207663,0.0013,1.3280035875728557,0.0908
2015-10-01,159.15841618718244,124.58040600315677,0.0012,1.277555767342334,0.086
2016-01-01,149.42268627905867,125.21395430449542,0.0034000000000000002,1.1933389302257194,0.0875
2016-04-01,162.851716226722,126.48007911351758,0.0037,1.287568108496836,0.0876
2016-07-01,170.21716760608808,127.59350999499965,0.0039000000000000003,1.3340581947526864,0.0868
2016-10-01,171.31861268412695,128.9022510138934,0.004,1.3290583472096373,0.08929999999999999
2017-01-01,184.05545913900875,130.12652753390438,0.006500000000000001,1.4144345709298454,0.0891
2017-04-01,191.07746366730825,131.18878634389344,0.009000000000000001,1.4565075948368396,0.08960000000000001
2017-07-01,199.36235812689097,132.93794696561847,0.0115,1.4996647885532017,0.0886
2017-10-01,208.72883509419574,135.1999428068853,0.0115,1.5438529836683175,0.0916
2018-01-01,228.13689589426406,136.97184204098957,0.0141,1.6655751466494322,0.0981
2018-04-01,218.72381303429816,139.11054241172545,0.0169,1.5723022083181972,0.0984
2018-07-01,232.52215447466637,140.58577275060688,0.0191,1.6539522451333015,0.09029999999999999
2018-10-01,230.48716806683967,141.48275188585734,0.0219,1.6290831567425799,0.08929999999999999
2019-01-01,217.09048503983306,142.79987887237684,0.024,1.5202427813951527,0.0849
2019-04-01,242.82002675284912,144.56244752823943,0.0242,1.6796895106899434,0.087
2019-07-01,250.65475600408257,146.32520646537716,0.024,1.7129977948357886,0.09119999999999999
2019-10-01,248.16390471656092,147.51237813673583,0.0183,1.6823259705468694,0.0919
2020-01-01,274.2561237915326,146.36729260598224,0.0155,1.8737527961921416,0.0825
2020-04-01,228.52882732856932,133.44650765222943,0.0005,1.712512611601128,0.0814
2020-07-01,271.5546947101523,145.17392999742168,0.0009,1.8705472443638826,0.10099999999999999
2020-10-01,293.82344974526023,147.49996907929278,0.0009,1.992023805695221,0.0983
2021-01-01,335.9349499518636,151.63956540300416,0.0009,2.2153515743669385,0.0989
2021-04-01,364.747709223297,156.62142819960343,0.0007000000000000001,2.328849337004198,0.1059
2021-07-01,382.99018306467127,160.04299813157377,0.001,2.3930455411102036,0.10710000000000001
2021-10-01,392.1131020945184,165.47077830070393,0.0008,2.369681862388692,0.1
2022-01-01,391.37549722781097,168.1303600706161,0.0008,2.327809784404376,0.096
2022-04-01,374.96383099629867,171.58257887940366,0.0033,2.185325768182101,0.0999
2022-07-01,332.79015834498,174.8137248252776,0.0168,1.9036843856373193,0.0989
2022-10-01,319.47374117898295,177.62751597717113,0.0308,1.798559977723508,0.0947
